station_id,name,short_name,latitude,longitude,region_id,rental_methods,capacity,eightd_has_key_dispenser,num_bikes_available,num_bikes_disabled,num_docks_available,num_docks_disabled,is_installed,is_renting,is_returning,eightd_has_available_keys,last_reported
4067,Amsterdam Ave & W 180 St,8353.02,-73.931205,40.847396,71,"CREDITCARD,KEY",23,false,1,0,22,0,true,true,true,false,2021-07-19T00:00:00
4135,Westchester Ave & Longwood Ave,7909.07,-73.901311,40.819701,71,"CREDITCARD,KEY",23,false,1,0,22,0,true,true,true,false,2021-07-19T00:00:00
4262,38 St & Northern Blvd,6486.07,-73.925384,40.752372,71,"CREDITCARD,KEY",23,false,1,1,21,0,true,true,true,false,2021-07-18T00:00:00
4582,Jerome Ave & E Mosholu Parkway S,8795.01,-73.88534,40.87935,71,"CREDITCARD,KEY",23,false,1,2,20,0,true,true,true,false,2021-07-19T00:00:00
4637,Decatur Ave & Oliver Pl,8631.03,-73.8857764,40.867,,"CREDITCARD,KEY",23,false,1,1,21,0,true,true,true,false,2021-07-18T00:00:00
4638,Bainbridge Ave & E 198 St,8649.03,-73.8884559781,40.8684871,,"CREDITCARD,KEY",23,false,1,0,22,0,true,true,true,false,2021-07-18T00:00:00
3293,W 92 St & Broadway,7502.01,-73.9739,40.7921,71,"CREDITCARD,KEY",24,false,1,0,23,0,true,true,true,false,2021-07-19T00:00:00
4010,W 145 St & Amsterdam Ave,7997.08,-73.947257,40.825244,71,"CREDITCARD,KEY",24,false,1,1,22,0,true,true,true,false,2021-07-19T00:00:00
4013,Convent Ave & W 151 St,8049.10,-73.942924,40.82831,71,"CREDITCARD,KEY",24,false,1,0,23,0,true,true,true,false,2021-07-19T00:00:00
4061,Fort Washington Ave & W 173 St,8320.01,-73.940493,40.84522,71,"CREDITCARD,KEY",24,false,1,2,21,0,true,true,true,false,2021-07-18T00:00:00
4063,Wadsworth Ave & W 175 St,8299.03,-73.937648,40.846052,71,"CREDITCARD,KEY",24,false,1,0,23,0,true,true,true,false,2021-07-19T00:00:00
4107,E 170 St & Clay Ave,8156.01,-73.908345,40.837213,71,"CREDITCARD,KEY",24,false,1,2,21,0,true,true,true,false,2021-07-18T00:00:00
4510,University Ave & W Burnside Ave,8462.09,-73.910751,40.85501,71,"CREDITCARD,KEY",24,false,1,1,22,0,true,true,true,false,2021-07-19T00:00:00
